truth,predicted,count
Court of Appeals for the D.C. Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Eighth Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Eleventh Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Federal Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Fifth Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the First Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Fourth Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Ninth Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Second Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Seventh Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Sixth Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Tenth Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals for the Third Circuit,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Arkansas,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Georgia,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Iowa,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Kansas,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Kentucky (pre-1976),Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Maryland,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Minnesota,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Mississippi,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of North Carolina,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Oregon,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of South Carolina,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Texas,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Washington,Appellate Division of the Supreme Court of the State of New York,0
Court of Appeals of Wisconsin,Appellate Division of the Supreme Court of the State of New York,0
Court of Chancery of Delaware,Appellate Division of the Supreme Court of the State of New York,0
Court of Civil Appeals of Alabama,Appellate Division of the Supreme Court of the State of New York,0
Court of Claims of Illinois,Appellate Division of the Supreme Court of the State of New York,0
Court of Criminal Appeals of Alabama,Appellate Division of the Supreme Court of the State of New York,0
Court of Criminal Appeals of Oklahoma,Appellate Division of the Supreme Court of the State of New York,0
Court of Criminal Appeals of Texas,Appellate Division of the Supreme Court of the State of New York,0
Court of Customs and Patent Appeals,Appellate Division of the Supreme Court of the State of New York,0
Court of King's Bench,Appellate Division of the Supreme Court of the State of New York,0
District Court of Appeal of Florida,Appellate Division of the Supreme Court of the State of New York,0
"District Court, C.D. California",Appellate Division of the Supreme Court of the State of New York,0
"District Court, D. Alaska",Appellate Division of the Supreme Court of the State of New York,0
"District Court, D. Arizona",Appellate Division of the Supreme Court of the State of New York,0
"District Court, D. Massachusetts",Appellate Division of the Supreme Court of the State of New York,0
"District Court, D. New Hampshire",Appellate Division of the Supreme Court of the State of New York,0
"District Court, D. New Jersey",Appellate Division of the Supreme Court of the State of New York,0
"District Court, D. South Carolina",Appellate Division of the Supreme Court of the State of New York,0
"District Court, District of Columbia",Appellate Division of the Supreme Court of the State of New York,0
"District Court, E.D. California",Appellate Division of the Supreme Court of the State of New York,0
"District Court, E.D. New York",Appellate Division of the Supreme Court of the State of New York,0
"District Court, E.D. Pennsylvania",Appellate Division of the Supreme Court of the State of New York,0
"District Court, M.D. Florida",Appellate Division of the Supreme Court of the State of New York,0
"District Court, N.D. California",Appellate Division of the Supreme Court of the State of New York,0
"District Court, N.D. Illinois",Appellate Division of the Supreme Court of the State of New York,0
"District Court, N.D. Indiana",Appellate Division of the Supreme Court of the State of New York,0
"District Court, S.D. Florida",Appellate Division of the Supreme Court of the State of New York,0
"District Court, S.D. Illinois",Appellate Division of the Supreme Court of the State of New York,0
"District Court, S.D. New York",Appellate Division of the Supreme Court of the State of New York,0
"District Court, W.D. Michigan",Appellate Division of the Supreme Court of the State of New York,0
District of Columbia Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Florida Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,0
Florida Fifth District Court of Appeal,Appellate Division of the Supreme Court of the State of New York,0
Florida First District Court of Appeal,Appellate Division of the Supreme Court of the State of New York,0
Florida Fourth District Court of Appeal,Appellate Division of the Supreme Court of the State of New York,0
Florida Second District Court of Appeal,Appellate Division of the Supreme Court of the State of New York,0
Florida Third District Court of Appeal,Appellate Division of the Supreme Court of the State of New York,0
Hawaii Intermediate Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Hawaii Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Idaho Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Idaho Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Illinois Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Indiana Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Indiana Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Louisiana Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,0
Louisiana Court of Appeal,Appellate Division of the Supreme Court of the State of New York,0
Massachusetts Appeals Court,Appellate Division of the Supreme Court of the State of New York,0
Massachusetts Supreme Judicial Court,Appellate Division of the Supreme Court of the State of New York,2
Michigan Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Mississippi Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Missouri Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,0
Missouri Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Montana Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Nebraska Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,0
Nebraska Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Nevada Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
New Jersey Court of Chancery,Appellate Division of the Supreme Court of the State of New York,0
New Jersey Superior Court Appellate Division,Appellate Division of the Supreme Court of the State of New York,0
New Jersey Tax Court,Appellate Division of the Supreme Court of the State of New York,0
New Mexico Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
New York Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,1
New York Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
New York Supreme Court,Appellate Division of the Supreme Court of the State of New York,2
New York Surrogate's Court,Appellate Division of the Supreme Court of the State of New York,2
North Carolina Industrial Commission,Appellate Division of the Supreme Court of the State of New York,0
North Dakota Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Ohio Court of Appeals,Appellate Division of the Supreme Court of the State of New York,0
Ohio Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Oklahoma Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,0
Oregon Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Oregon Tax Court,Appellate Division of the Supreme Court of the State of New York,0
South Dakota Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Superior Court of Delaware,Appellate Division of the Supreme Court of the State of New York,0
Superior Court of North Carolina,Appellate Division of the Supreme Court of the State of New York,0
Superior Court of Pennsylvania,Appellate Division of the Supreme Court of the State of New York,0
Superior Court of Rhode Island,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Alabama,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Arkansas,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Colorado,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Connecticut,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Delaware,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Florida,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Georgia,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Iowa,Appellate Division of the Supreme Court of the State of New York,1
Supreme Court of Kansas,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Louisiana,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Minnesota,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Missouri,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of New Hampshire,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of New Jersey,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of North Carolina,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Oklahoma,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Pennsylvania,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Puerto Rico,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Rhode Island,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of South Carolina,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of the United States,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Vermont,Appellate Division of the Supreme Court of the State of New York,0
Supreme Court of Virginia,Appellate Division of the Supreme Court of the State of New York,0
Tennessee Superior Court for Law and Equity,Appellate Division of the Supreme Court of the State of New York,0
Tennessee Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Texas Attorney General Reports,Appellate Division of the Supreme Court of the State of New York,1
"Texas Court of Appeals, 10th District (Waco)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 11th District (Eastland)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 12th District (Tyler)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 13th District",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 3rd District (Austin)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 4th District (San Antonio)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 6th District (Texarkana)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 7th District (Amarillo)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 8th District (El Paso)",Appellate Division of the Supreme Court of the State of New York,0
"Texas Court of Appeals, 9th District (Beaumont)",Appellate Division of the Supreme Court of the State of New York,0
Texas Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
U.S. Circuit Court for the District of District of Columbia,Appellate Division of the Supreme Court of the State of New York,0
U.S. Circuit Court for the District of Massachusetts,Appellate Division of the Supreme Court of the State of New York,0
United States Board of Tax Appeals,Appellate Division of the Supreme Court of the State of New York,0
United States Court of International Trade,Appellate Division of the Supreme Court of the State of New York,0
Utah Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Washington Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Wisconsin Supreme Court,Appellate Division of the Supreme Court of the State of New York,0
Alabama Court of Appeals,Arkansas Attorney General Reports,0
Alaska Supreme Court,Arkansas Attorney General Reports,0
Appellate Court of Illinois,Arkansas Attorney General Reports,0
Appellate Division of the Supreme Court of the State of New York,Arkansas Attorney General Reports,0
Arizona Supreme Court,Arkansas Attorney General Reports,0
Arkansas Attorney General Reports,Arkansas Attorney General Reports,108
